production_budget_usd,worldwide_gross_usd
30000000.00,18535575.00
32000000.00,18552460.00
55000000.00,18582965.00
40000000.00,18594227.00
20000000.00,18608570.00
7000000.00,18642318.00
23000000.00,18653615.00
62000000.00,18708848.00
10100000.00,18726300.00
6000000.00,18727440.00
13000000.00,18733666.00
30000000.00,18765585.00
42000000.00,18821576.00
20000000.00,18826490.00
8000000.00,18828036.00
9100000.00,18872126.00
25000000.00,18877153.00
15000000.00,18889972.00
8000000.00,18959424.00
10000000.00,18976477.00
25000000.00,18991288.00
12000000.00,19000000.00
15000000.00,19014238.00
30000000.00,19035741.00
12600000.00,19054534.00
10000000.00,19080435.00
9000000.00,19096003.00
20000000.00,19121531.00
23000000.00,19123851.00
15000000.00,19153568.00
25000000.00,19233280.00
35000000.00,19282590.00
12000000.00,19287485.00
22000000.00,19288130.00
24000000.00,19303058.00
38000000.00,19317765.00
15000000.00,19344615.00
9000000.00,19398156.00
40000000.00,19417182.00
5000000.00,19421271.00
5000000.00,19438638.00
10000000.00,19535005.00
22000000.00,19563579.00
9300000.00,19571091.00
6000000.00,19594567.00
30000000.00,19599974.00
14000000.00,19637147.00
8200000.00,19637575.00
70000000.00,19665004.00
18000000.00,19685588.00
17000000.00,19693891.00
18000000.00,19739000.00
40000000.00,19756077.00
6000000.00,19789712.00
12000000.00,19859167.00
10000000.00,19860259.00
70000000.00,19870567.00
8000000.00,19891331.00
30000000.00,19892205.00
7000000.00,19910002.00
13000000.00,19910624.00
13000000.00,19929123.00
11000000.00,19947280.00
8000000.00,20005613.00
22000000.00,20034713.00
9000000.00,20035310.00
8000000.00,20036244.00
25000000.00,20052958.00
20000000.00,20081987.00
70000000.00,20107933.00
12000000.00,20122558.00
45000000.00,20133326.00
29000000.00,20146150.00
17500000.00,20159316.00
11000000.00,20169934.00
5250000.00,20188740.00
6250000.00,20199663.00
7000000.00,20257000.00
20000000.00,20268825.00
40000000.00,20278055.00
8500000.00,20288774.00
10000000.00,20384136.00
11000000.00,20388920.00
9000000.00,20395040.00
6000000.00,20400000.00
6500000.00,20412841.00
49000000.00,20423389.00
90000000.00,20466016.00
17000000.00,20477425.00
14000000.00,20537741.00
60000000.00,20541668.00
14000000.00,20597806.00
15000000.00,20601987.00
35000000.00,20606053.00
20000000.00,20614661.00
5000000.00,20659423.00
15000000.00,20666669.00
15000000.00,20688141.00
6000000.00,20695413.00
5000000.00,20695822.00
47500000.00,20718104.00
25000000.00,20718223.00
40000000.00,20722450.00
16000000.00,20723581.00
10000000.00,20766000.00
16000000.00,20769209.00
15000000.00,20785973.00
40000000.00,20790486.00
20000000.00,20819601.00
80000000.00,20841123.00
42000000.00,20844907.00
15000000.00,20898221.00
9100000.00,20927794.00
7000000.00,20940428.00
12500000.00,20959585.00
12500000.00,21000000.00
25000000.00,21038441.00
6000000.00,21050681.00
12000000.00,21089146.00
10000000.00,21094974.00
17300000.00,21132855.00
40000000.00,21156715.00
17000000.00,21170563.00
11000000.00,21171695.00
6000000.00,21197454.00
5000000.00,21277770.00
30000000.00,21360215.00
18000000.00,21361109.00
27000000.00,21392049.00
16500000.00,21404122.00
14000000.00,21410546.00
20000000.00,21413105.00
27000000.00,21500000.00
11000000.00,21502976.00
45000000.00,21544732.00
30000000.00,21577076.00
10000000.00,21596074.00
33000000.00,21621188.00
16000000.00,21657770.00
30000000.00,21709539.00
30000000.00,21758371.00
65000000.00,21774432.00
6000000.00,21787233.00
16000000.00,21799652.00
9400000.00,21817298.00
30000000.00,21827296.00
10000000.00,21851362.00
12000000.00,21867665.00
15000000.00,21896367.00
8000000.00,21970000.00
25000000.00,21970831.00
9000000.00,21971021.00
24000000.00,22000000.00
15000000.00,22018988.00
40000000.00,22024849.00
25000000.00,22032635.00
50000000.00,22099706.00
41000000.00,22108977.00
20000000.00,22119269.00
5500000.00,22125102.00
20000000.00,22139590.00
15000000.00,22165608.00
6000000.00,22168359.00
10000000.00,22198996.00
23000000.00,22204890.00
20000000.00,22281732.00
21500000.00,22331846.00
40000000.00,22365133.00
6000000.00,22367263.00
13000000.00,22391450.00
25000000.00,22411948.00
55000000.00,22438144.00
40000000.00,22505932.00
8000000.00,22549338.00
8000000.00,22591451.00
16000000.00,22594052.00
55000000.00,22597969.00
12000000.00,22673340.00
12000000.00,22679978.00
44000000.00,22730924.00
8900000.00,22744132.00
12000000.00,22750356.00
6200000.00,22753451.00
14000000.00,22754472.00
14000000.00,22815460.00
53000000.00,22852487.00
28000000.00,22860477.00
22000000.00,22861785.00
8500000.00,22885836.00
5250000.00,22895151.00
25000000.00,22910563.00
35000000.00,22913677.00
12000000.00,22921898.00
12000000.00,22978953.00
13000000.00,23014027.00
5000000.00,23047939.00
12000000.00,23059379.00
22000000.00,23134075.00
6000000.00,23169837.00
20000000.00,23187506.00
25000000.00,23190292.00
50000000.00,23237252.00
8500000.00,23311293.00
26000000.00,23345113.00
30000000.00,23353111.00
36000000.00,23360779.00
12500000.00,23367586.00
18000000.00,23380203.00
7000000.00,23393939.00
12000000.00,23477345.00
25000000.00,23506237.00
5000000.00,23551286.00
50000000.00,23574057.00
10000000.00,23591043.00
20000000.00,23661038.00
30000000.00,23676771.00
12000000.00,23693646.00
46500000.00,23726626.00
17000000.00,23734486.00
5000000.00,23745772.00
18000000.00,23889158.00
18000000.00,23910210.00
92000000.00,23911362.00
30000000.00,23998226.00
13000000.00,24001573.00
7800000.00,24021282.00
11900000.00,24041617.00
6500000.00,24103594.00
60000000.00,24148488.00
11000000.00,24150550.00
32500000.00,24159934.00
40000000.00,24172899.00
25000000.00,24215385.00
25000000.00,24355762.00
15000000.00,24403192.00
35000000.00,24405825.00
21500000.00,24419219.00
8000000.00,24474312.00
24000000.00,24474463.00
23000000.00,24489150.00
38000000.00,24515990.00
38000000.00,24555177.00
25000000.00,24591031.00
10000000.00,24660323.00
35000000.00,24687524.00
29000000.00,24716190.00
17000000.00,24719879.00
12000000.00,24761360.00
8300000.00,24906717.00
18000000.00,24911670.00
6000000.00,24949812.00
7000000.00,25000000.00
14000000.00,25011000.00
5000000.00,25032000.00
22000000.00,25044057.00
63000000.00,25052000.00
6000000.00,25059640.00
35000000.00,25078937.00
35000000.00,25114901.00
11000000.00,25116103.00
14000000.00,25187026.00
30000000.00,25199891.00
6000000.00,25245925.00
40000000.00,25268680.00
7000000.00,25269040.00
11000000.00,25307405.00
35000000.00,25350747.00
67000000.00,25357771.00
10000000.00,25358996.00
20000000.00,25361206.00
37000000.00,25387091.00
7300000.00,25397187.00
50000000.00,25426861.00
14500000.00,25480031.00
5000000.00,25529498.00
7000000.00,25532388.00
14000000.00,25608779.00
8000000.00,25621449.00
8300000.00,25670174.00
10000000.00,25697647.00
18000000.00,25727044.00
25000000.00,25732334.00
20000000.00,25732986.00
22000000.00,25842377.00
70000000.00,25852508.00
5000000.00,25861249.00
22000000.00,25873142.00
14000000.00,25873145.00
29000000.00,25899797.00
48000000.00,25928721.00
18000000.00,25941437.00
20000000.00,25943792.00
30000000.00,25947983.00
12000000.00,26001741.00
5000000.00,26020744.00
40000000.00,26033563.00
6000000.00,26051619.00
18900000.00,26063572.00
50000000.00,26097497.00
50000000.00,26121638.00
20000000.00,26146072.00
15000000.00,26170402.00
30000000.00,26184400.00
50000000.00,26199517.00
10000000.00,26293486.00
20000000.00,26308749.00
8000000.00,26314331.00
30000000.00,26323969.00
20000000.00,26348203.00
50000000.00,26387039.00
18000000.00,26400000.00
5000000.00,26517819.00
29000000.00,26527205.00
7000000.00,26533200.00
13000000.00,26570048.00
35000000.00,26613620.00
65000000.00,26670920.00
60000000.00,26673242.00
80000000.00,26703184.00
30000000.00,26708196.00
10000000.00,26716191.00
12500000.00,26735797.00
40000000.00,26736665.00
20000000.00,26792700.00
39000000.00,26796824.00
18000000.00,26828365.00
5000000.00,26853810.00
17000000.00,26918576.00
52000000.00,26922492.00
18000000.00,26936265.00
27500000.00,26939925.00
40000000.00,27000381.00
40000000.00,27053815.00
13000000.00,27066941.00
50000000.00,27100030.00
35000000.00,27107960.00
18000000.00,27147349.00
30000000.00,27147991.00
18000000.00,27148898.00
13000000.00,27151490.00
27500000.00,27187653.00
22000000.00,27238354.00
27000000.00,27257061.00
10000000.00,27317872.00
5000000.00,27342246.00
32000000.00,27392609.00
45000000.00,27447471.00
14000000.00,27450453.00
15000000.00,27469621.00
18000000.00,27491653.00
40000000.00,27506412.00
25000000.00,27572844.00
38000000.00,27573078.00
33000000.00,27610873.00
40000000.00,27682712.00
20000000.00,27688744.00
15000000.00,27709625.00
12000000.00,27722446.00
24000000.00,27732366.00
18000000.00,27794339.00
35000000.00,27805632.00
20000000.00,27836366.00
22000000.00,27882226.00
20000000.00,27911453.00
6000000.00,27958191.00
13000000.00,27979399.00
25000000.00,28012862.00
20000000.00,28058652.00
7000000.00,28142379.00
45000000.00,28162971.00
5000000.00,28200000.00
55000000.00,28231444.00
20000000.00,28270399.00
25000000.00,28287489.00
59000000.00,28296983.00
8000000.00,28315272.00
6500000.00,28383441.00
35000000.00,28391473.00
25000000.00,28417060.00
29000000.00,28452945.00
30000000.00,28542494.00
40000000.00,28544120.00
25100000.00,28575778.00
10000000.00,28649556.00
26000000.00,28703083.00
10000000.00,28717667.00
35000000.00,28720470.00
16000000.00,28734552.00
20000000.00,28762690.00
9000000.00,28773637.00
27000000.00,28773827.00
40000000.00,28804426.00
24000000.00,28871190.00
8000000.00,28876702.00
35000000.00,28906817.00
12000000.00,28915761.00
50000000.00,28920188.00
13000000.00,28972187.00
30000000.00,28986358.00
13500000.00,29027914.00
16000000.00,29090445.00
15000000.00,29145924.00
5300000.00,29197694.00
32000000.00,29199399.00
8500000.00,29200000.00
30000000.00,29203383.00
25000000.00,29206732.00
20000000.00,29227561.00
10000000.00,29317886.00
40000000.00,29325209.00
45000000.00,29367143.00
19500000.00,29393634.00
45000000.00,29406132.00
10000000.00,29500000.00
38000000.00,29544532.00
25000000.00,29548291.00
12000000.00,29549145.00
60000000.00,29575033.00
16000000.00,29634769.00
7500000.00,29652736.00
80000000.00,29725663.00
15495600.00,29729450.00
47000000.00,29781453.00
24000000.00,29823162.00
11400000.00,29830239.00
25000000.00,29847480.00
25000000.00,29863840.00
20000000.00,29870801.00
35000000.00,29882645.00
35000000.00,29890402.00
18000000.00,29934477.00
8000000.00,29937909.00
32000000.00,29939591.00
20000000.00,29958228.00
8250000.00,30028684.00
10000000.00,30050028.00
30000000.00,30089110.00
15000000.00,30138912.00
10000000.00,30143795.00
20000000.00,30163785.00
40000000.00,30199105.00
40000000.00,30230402.00
20500000.00,30241435.00
15000000.00,30261293.00
28000000.00,30295028.00
8500000.00,30298347.00
35000000.00,30307804.00
60000000.00,30317425.00
17000000.00,30331165.00
7000000.00,30360570.00
60000000.00,30396134.00
20000000.00,30399714.00
14000000.00,30443277.00
20000000.00,30491379.00
18000000.00,30535660.00
25530000.00,30593313.00
26000000.00,30601801.00
75000000.00,30626690.00
14000000.00,30628981.00
8500000.00,30700192.00
20000000.00,30703845.00
10000000.00,30768449.00
25000000.00,30850666.00
15000000.00,30882822.00
31000000.00,30885781.00
20000000.00,30894247.00
30000000.00,30962112.00
40000000.00,30963684.00
30000000.00,30982979.00
16000000.00,30987695.00
18000000.00,30997027.00
22000000.00,31013349.00
22500000.00,31054727.00
15000000.00,31070412.00
45000000.00,31077418.00
40000000.00,31124367.00
27500000.00,31157914.00
10000000.00,31164747.00
7400000.00,31187727.00
40000000.00,31192425.00
12000000.00,31222395.00
12000000.00,31286759.00
28000000.00,31320293.00
50000000.00,31333917.00
10700000.00,31341183.00
28000000.00,31390587.00
35000000.00,31393201.00
10000000.00,31556959.00
13500000.00,31575635.00
58000000.00,31627370.00
25000000.00,31635150.00
40000000.00,31670620.00
11000000.00,31672000.00
20000000.00,31678778.00
45000000.00,31681811.00
6000000.00,31716953.00
27000000.00,31770413.00
40000000.00,31835600.00
35000000.00,31878891.00
6500000.00,31899000.00
16000000.00,31943401.00
34000000.00,32014993.00
40000000.00,32030610.00
20000000.00,32051917.00
10000000.00,32100816.00
5000000.00,32144262.00
25000000.00,32223424.00
25000000.00,32224624.00
8500000.00,32302907.00
13000000.00,32382381.00
22500000.00,32398681.00
10000000.00,32430721.00
18500000.00,32531759.00
10750000.00,32575443.00
19000000.00,32589493.00
20000000.00,32608019.00
19000000.00,32618920.00
24000000.00,32662299.00
12000000.00,32700439.00
18500000.00,32714818.00
35000000.00,32717063.00
25000000.00,32831707.00
20000000.00,32838945.00
12000000.00,32909437.00
11000000.00,32943247.00
45000000.00,32952995.00
30000000.00,32955399.00
8600000.00,32968648.00
60000000.00,32983332.00
10000000.00,33000000.00
28000000.00,33000377.00
29000000.00,33013805.00
13500000.00,33035736.00
13000000.00,33069303.00
70000000.00,33076815.00
15000000.00,33118854.00
7000000.00,33183642.00
26000000.00,33200000.00
24000000.00,33208099.00
10000000.00,33216217.00
30000000.00,33296659.00
30000000.00,33339868.00
5800000.00,33396833.00
35000000.00,33422485.00
35000000.00,33422806.00
12500000.00,33436931.00
65000000.00,33447612.00
68000000.00,33462011.00
80000000.00,33463969.00
35000000.00,33500620.00
15000000.00,33508485.00
10000000.00,33512260.00
10000000.00,33526835.00
7500000.00,33606409.00
26000000.00,33667319.00
22000000.00,33762400.00
35000000.00,33771965.00
10000000.00,33886017.00
20000000.00,33943049.00
18500000.00,33954018.00
60000000.00,33956608.00
75000000.00,34009180.00
14000000.00,34044909.00
22000000.00,34061097.00
10000000.00,34084228.00
55000000.00,34105207.00
13000000.00,34166572.00
10000000.00,34240572.00
26000000.00,34246770.00
8000000.00,34270285.00
7500000.00,34308515.00
19000000.00,34352162.00
25000000.00,34356760.00
10600000.00,34409206.00
40000000.00,34420595.00
6000000.00,34449356.00
20000000.00,34454336.00
35000000.00,34480045.00
15000000.00,34499204.00
15000000.00,34533783.00
15000000.00,34562222.00
9000000.00,34572780.00
20000000.00,34600000.00
16000000.00,34609720.00
6100000.00,34631405.00
50000000.00,34645374.00
45000000.00,34668249.00
14000000.00,34700000.00
20000000.00,34718173.00
14000000.00,34729091.00
20000000.00,34787111.00
50000000.00,34806726.00
15000000.00,34820335.00
21000000.00,34836080.00
5000000.00,34872033.00
8000000.00,34873513.00
43000000.00,34983342.00
15000000.00,35007180.00
23000000.00,35067665.00
10000000.00,35073978.00
15000000.00,35106706.00
7250000.00,35122948.00
76000000.00,35129610.00
40000000.00,35195939.00
60000000.00,35319689.00
50000000.00,35380918.00
13000000.00,35402802.00
70000000.00,35417162.00
35000000.00,35426759.00
20000000.00,35450113.00
20000000.00,35472739.00
50000000.00,35481941.00
30000000.00,35579007.00
14000000.00,35579177.00
22000000.00,35609577.00
45000000.00,35627222.00
85000000.00,35681080.00
24000000.00,35792945.00
7000000.00,35795319.00
12000000.00,35830713.00
20000000.00,35841901.00
14000000.00,35856053.00
30000000.00,35869934.00
30000000.00,35891257.00
10000000.00,35950901.00
10000000.00,36000000.00
5000000.00,36008303.00
30000000.00,36040895.00
9000000.00,36049108.00
15000000.00,36068890.00
18000000.00,36133014.00
7000000.00,36146087.00
45500000.00,36180824.00
42000000.00,36197221.00
10000000.00,36230219.00
7500000.00,36238752.00
13000000.00,36262783.00
20000000.00,36265745.00
32000000.00,36299670.00
23000000.00,36374700.00
45000000.00,36404841.00
8000000.00,36474581.00
17500000.00,36521223.00
9000000.00,36535837.00
9000000.00,36588512.00
5500000.00,36675932.00
25000000.00,36682170.00
17000000.00,36700000.00
20000000.00,36720752.00
30000000.00,36722311.00
75000000.00,36751979.00
20000000.00,36766293.00
9700000.00,36787044.00
6500000.00,36821789.00
25000000.00,36833473.00
60000000.00,36850101.00
24000000.00,36856306.00
21000000.00,36882378.00
7000000.00,36964656.00
18000000.00,37048526.00
35000000.00,37066129.00
8000000.00,37119358.00
25000000.00,37216643.00
20000000.00,37226218.00
72000000.00,37306334.00
15000000.00,37336874.00
6200000.00,37339594.00
12000000.00,37400000.00
10000000.00,37402877.00
15000000.00,37466538.00
50000000.00,37472651.00
20000000.00,37537675.00
12000000.00,37565233.00
12000000.00,37584304.00
5000000.00,37648235.00
15000000.00,37659652.00
20000000.00,37672944.00
40000000.00,37750754.00
10000000.00,37800000.00
5900000.00,37831658.00
47000000.00,37923818.00
39000000.00,37956589.00
21000000.00,38017873.00
17000000.00,38028230.00
10000000.00,38067218.00
40000000.00,38087756.00
25000000.00,38112154.00
22700000.00,38119483.00
30000000.00,38122000.00
7000000.00,38158601.00
28000000.00,38159905.00
20000000.00,38164784.00
40000000.00,38172500.00
11000000.00,38190517.00
65000000.00,38253433.00
35200000.00,38283765.00
57000000.00,38329114.00
25000000.00,38351350.00
13000000.00,38358392.00
5000000.00,38359310.00
34000000.00,38361428.00
10000000.00,38364855.00
30000000.00,38462071.00
15000000.00,38512850.00
60000000.00,38522450.00
15000000.00,38535748.00
55000000.00,38564422.00
15000000.00,38574362.00
20000000.00,38585047.00
50000000.00,38590458.00
23000000.00,38684906.00
25000000.00,38718031.00
30000000.00,38747385.00
25000000.00,38749404.00
31500000.00,38771262.00
26000000.00,38788828.00
20000000.00,38801294.00
28000000.00,38959900.00
10000000.00,38985577.00
70000000.00,38992292.00
25000000.00,38993548.00
60000000.00,39006188.00
12000000.00,39012241.00
65000000.00,39017984.00
15000000.00,39100956.00
25000000.00,39126427.00
28000000.00,39134983.00
38000000.00,39178189.00
65000000.00,39194264.00
25000000.00,39217912.00
17000000.00,39233233.00
60000000.00,39235486.00
15000000.00,39238443.00
6000000.00,39241323.00
75000000.00,39251128.00
21000000.00,39319801.00
35000000.00,39340177.00
28000000.00,39352610.00
28000000.00,39360491.00
16500000.00,39380831.00
25000000.00,39393111.00
32000000.00,39498360.00
150000000.00,39549758.00
13300000.00,39686345.00
20000000.00,39686769.00
5000000.00,39723096.00
40000000.00,39753957.00
50000000.00,39778599.00
6000000.00,39849764.00
11000000.00,39994347.00
33000000.00,40013645.00
7500000.00,40016662.00
24000000.00,40020622.00
50000000.00,40119848.00
15000000.00,40127259.00
80000000.00,40147042.00
62000000.00,40159017.00
7000000.00,40190464.00
15000000.00,40283321.00
25000000.00,40286416.00
39000000.00,40319440.00
16000000.00,40363530.00
40000000.00,40435694.00
10000000.00,40485039.00
30000000.00,40520649.00
65000000.00,40650842.00
18000000.00,40651864.00
25000000.00,40686409.00
10000000.00,40744960.00
10000000.00,40749230.00
50000000.00,40786480.00
25000000.00,40796145.00
15000000.00,40862054.00
7000000.00,40940662.00
28000000.00,40966716.00
10000000.00,41004412.00
50000000.00,41042583.00
26000000.00,41059418.00
25000000.00,41076865.00
18000000.00,41166033.00
42000000.00,41267469.00
5500000.00,41268579.00
40000000.00,41294674.00
20000000.00,41296320.00
18000000.00,41300105.00
8000000.00,41334735.00
20000000.00,41342180.00
58000000.00,41348628.00
18000000.00,41382841.00
6900000.00,41410568.00
30000000.00,41457834.00
45000000.00,41467606.00
50000000.00,41476097.00
33000000.00,41495213.00
11000000.00,41503089.00
25000000.00,41560117.00
65000000.00,41636243.00
50000000.00,41642166.00
35000000.00,41666476.00
5000000.00,41699612.00
12000000.00,41744718.00
22000000.00,41771168.00
24000000.00,41798224.00
5000000.00,41824066.00
5000000.00,41833347.00
25000000.00,41921590.00
12000000.00,41924774.00
42000000.00,41926605.00
20000000.00,41975388.00
50000000.00,41982227.00
6000000.00,42000000.00
50000000.00,42002029.00
35000000.00,42064105.00
18000000.00,42091262.00
13000000.00,42174545.00
13000000.00,42195766.00
10000000.00,42226657.00
21000000.00,42273609.00
6000000.00,42320503.00
8470000.00,42355526.00
8000000.00,42376425.00
25000000.00,42425450.00
13000000.00,42446455.00
6500000.00,42488161.00
17000000.00,42493506.00
30000000.00,42531076.00
50000000.00,42598498.00
11800000.00,42666442.00
10000000.00,42776032.00
30000000.00,42799060.00
5000000.00,42844516.00
6000000.00,42873730.00
8000000.00,43000000.00
5700000.00,43044087.00
16000000.00,43057552.00
55000000.00,43070915.00
45000000.00,43100570.00
15000000.00,43111725.00
12000000.00,43153588.00
35000000.00,43226146.00
17000000.00,43248374.00
18000000.00,43308707.00
45000000.00,43343247.00
12000000.00,43353117.00
18000000.00,43402515.00
30000000.00,43440721.00
7500000.00,43492389.00
8500000.00,43528634.00
25000000.00,43530281.00
65000000.00,43545364.00
32000000.00,43603990.00
27500000.00,43607627.00
21000000.00,43632609.00
20000000.00,43658157.00
6000000.00,43700000.00
21000000.00,43728560.00
36000000.00,43797731.00
16500000.00,43848100.00
20000000.00,43888531.00
12000000.00,43924923.00
21000000.00,43928932.00
10000000.00,43948865.00
78000000.00,43957541.00
55000000.00,43980363.00
25000000.00,44005073.00
12500000.00,44083403.00
6900000.00,44103982.00
5000000.00,44115496.00
23000000.00,44195779.00
9000000.00,44196684.00
12000000.00,44200000.00
18000000.00,44263413.00
29000000.00,44264271.00
27000000.00,44270131.00
27000000.00,44342956.00
5500000.00,44357515.00
30000000.00,44359512.00
15000000.00,44400000.00
10000000.00,44451470.00
20000000.00,44513466.00
10000000.00,44567606.00
85000000.00,44650003.00
13000000.00,44726644.00
5000000.00,44793222.00
20000000.00,44821299.00
25000000.00,44942821.00
40000000.00,44948240.00
19000000.00,44972183.00
11000000.00,44998252.00
30000000.00,45015999.00
26000000.00,45043870.00
23000000.00,45060480.00
27000000.00,45160110.00
20000000.00,45173738.00
22000000.00,45273464.00
16000000.00,45284974.00
50000000.00,45285890.00
17000000.00,45312217.00
19000000.00,45325009.00
29000000.00,45336404.00
12500000.00,45557491.00
35000000.00,45671512.00
17000000.00,45707924.00
21000000.00,45785720.00
40000000.00,45916769.00
11000000.00,46060861.00
50000000.00,46112640.00
40000000.00,46176322.00
15000000.00,46189568.00
20000000.00,46255763.00
20000000.00,46285504.00
47000000.00,46293855.00
35000000.00,46309644.00
12500000.00,46370970.00
43000000.00,46414530.00
30000000.00,46438538.00
15000000.00,46526243.00
18000000.00,46594261.00
45000000.00,46598133.00
20000000.00,46604054.00
20000000.00,46627836.00
6000000.00,46634275.00
40000000.00,46666955.00
12000000.00,46730578.00
28000000.00,46752858.00
25000000.00,46777347.00
51000000.00,46815807.00
9000000.00,46843430.00
20000000.00,46844357.00
15000000.00,47011449.00
25000000.00,47017620.00
40000000.00,47083412.00
18000000.00,47158652.00
15000000.00,47175038.00
55000000.00,47213095.00
33000000.00,47267829.00
7000000.00,47289758.00
20000000.00,47300771.00
60000000.00,47371191.00
52000000.00,47407635.00
8500000.00,47417251.00
20000000.00,47508505.00
7000000.00,47549743.00
20000000.00,47666013.00
20000000.00,47672690.00
16000000.00,47707417.00
15000000.00,47721314.00
18975000.00,47751015.00
8000000.00,47782426.00
40000000.00,47787943.00
60000000.00,47818913.00
56000000.00,47856383.00
20000000.00,47879572.00
20000000.00,47881663.00
35000000.00,47896721.00
30000000.00,47902566.00
8000000.00,48000000.00
23000000.00,48043998.00
85000000.00,48056764.00
65000000.00,48164150.00
50000000.00,48169156.00
35000000.00,48169910.00
30000000.00,48330757.00
32500000.00,48425971.00
37000000.00,48446802.00
44000000.00,48478084.00
25000000.00,48530887.00
35000000.00,48543388.00
30000000.00,48559999.00
45000000.00,48563556.00
30000000.00,48575965.00
60000000.00,48585416.00
20000000.00,48680977.00
31000000.00,48791187.00
20000000.00,48958353.00
21000000.00,48977233.00
14000000.00,49022827.00
43000000.00,49037621.00
25000000.00,49042224.00
50000000.00,49105766.00
6000000.00,49155371.00
12700000.00,49196532.00
60000000.00,49238525.00
70000000.00,49252761.00
13000000.00,49369899.00
60000000.00,49473093.00
10000000.00,49486874.00
10000000.00,49503265.00
45000000.00,49610898.00
42000000.00,49621440.00
120000000.00,49628177.00
38000000.00,49678401.00
40000000.00,49686263.00
70000000.00,49730854.00
13000000.00,49733545.00
11000000.00,49793054.00
20000000.00,49823037.00
50000000.00,49842431.00
40000000.00,49851591.00
19000000.00,49858465.00
15000000.00,49894223.00
7000000.00,49924079.00
33500000.00,50000000.00
15000000.00,50003303.00
50000000.00,50054511.00
15000000.00,50057660.00
50000000.00,50068310.00
40000000.00,50071069.00
10000000.00,50100000.00
16000000.00,50103808.00
30000000.00,50145607.00
36000000.00,50159144.00
73000000.00,50168294.00
53000000.00,50187789.00
48000000.00,50315140.00
8500000.00,50334418.00
35000000.00,50363790.00
58000000.00,50365498.00
25000000.00,50401502.00
75000000.00,50409753.00
13000000.00,50445860.00
5500000.00,50458356.00
16000000.00,50517763.00
27500000.00,50578411.00
80000000.00,50632037.00
60000000.00,50648806.00
25000000.00,50692188.00
54000000.00,50719373.00
25000000.00,50738810.00
10000000.00,50752337.00
26000000.00,50800000.00
8000000.00,50811858.00
23000000.00,50813834.00
8300000.00,50827466.00
37500000.00,50879131.00
20000000.00,50948811.00
38000000.00,50970660.00
30000000.00,51041856.00
30000000.00,51078541.00
7000000.00,51204567.00
30000000.00,51327406.00
20000000.00,51445503.00
6000000.00,51485382.00
30000000.00,51618420.00
10000000.00,51620593.00
22000000.00,51695362.00
25000000.00,51702929.00
19000000.00,51733921.00
25000000.00,51800758.00
40000000.00,51867723.00
10000000.00,51945949.00
18000000.00,51973029.00
21000000.00,52037603.00
15000000.00,52189039.00
12000000.00,52223306.00
8000000.00,52287414.00
10000000.00,52293000.00
6000000.00,52302978.00
30000000.00,52339566.00
25000000.00,52367022.00
15000000.00,52460543.00
15000000.00,52461017.00
25000000.00,52543354.00
16000000.00,52545707.00
25000000.00,52568099.00
35000000.00,52649951.00
40000000.00,52837989.00
30000000.00,52880016.00
11000000.00,52929168.00
50000000.00,52987754.00
30000000.00,53048539.00
8000000.00,53068955.00
52000000.00,53139168.00
37000000.00,53143144.00
23000000.00,53182088.00
20000000.00,53191101.00
31000000.00,53208180.00
35000000.00,53293628.00
30000000.00,53296424.00
13000000.00,53424681.00
35000000.00,53425292.00
30000000.00,53572822.00
40000000.00,53624424.00
16000000.00,53774833.00
11000000.00,53797409.00
50000000.00,53850527.00
40000000.00,53864342.00
55000000.00,53913573.00
20000000.00,53976987.00
16000000.00,53977250.00
29000000.00,54045832.00
30000000.00,54052249.00
10000000.00,54104225.00
25000000.00,54160818.00
53000000.00,54207112.00
6500000.00,54215416.00
70000000.00,54243125.00
16000000.00,54294169.00
13200000.00,54323210.00
75000000.00,54344321.00
26000000.00,54393687.00
20000000.00,54404202.00
68000000.00,54462971.00
33000000.00,54533774.00
80000000.00,54540662.00
72000000.00,54616869.00
35000000.00,54768418.00
13000000.00,54837234.00
60000000.00,54994757.00
17000000.00,55041738.00
40000000.00,55247881.00
40000000.00,55249159.00
25000000.00,55279608.00
28000000.00,55307857.00
50000000.00,55348693.00
25000000.00,55443032.00
50000000.00,55489826.00
27000000.00,55495466.00
15000000.00,55534455.00
20000000.00,55576699.00
25000000.00,55598481.00
31400000.00,55613061.00
7000000.00,55617866.00
15000000.00,55669466.00
20000000.00,55686944.00
40000000.00,55696705.00
22000000.00,55762229.00
45000000.00,55842724.00
37000000.00,55909910.00
15000000.00,55934178.00
20000000.00,55975672.00
29000000.00,56000339.00
25000000.00,56042592.00
50000000.00,56077088.00
30000000.00,56096200.00
12000000.00,56131239.00
11000000.00,56178935.00
6500000.00,56215095.00
42000000.00,56331864.00
20000000.00,56398875.00
25000000.00,56434942.00
42000000.00,56438555.00
19000000.00,56445534.00
25000000.00,56505065.00
16000000.00,56506120.00
7000000.00,56586901.00
50000000.00,56643267.00
60000000.00,56709981.00
6000000.00,56797392.00
20000000.00,56822960.00
65000000.00,56824633.00
5000000.00,56868677.00
50000000.00,56890649.00
35000000.00,56968169.00
80000000.00,56984219.00
12000000.00,57000000.00
7000000.00,57051053.00
13000000.00,57189408.00
18000000.00,57193655.00
27000000.00,57229890.00
17000000.00,57263440.00
20000000.00,57293371.00
13000000.00,57300000.00
40000000.00,57438389.00
11500000.00,57469179.00
